A,B,C,D
1.0368550745746,1.46685635022865,0.80879998494165,1.11507910207286
1.03762064900493,1.11605566071507,0.980563838017957,1.12146609136366
1.3042207606821,1.25694332312804,1.10757178891438,1.00749885664647
1.1029923682842,1.17927951792729,1.43635549720448,0.81551117029834
1.04894760784769,1.44857963525477,0.828345641301629,1.25727248576115
0.926050458612284,0.863515274994446,1.24394572910592,1.04039479674015
1.33888379271065,0.916379784614397,1.15018757498715,1.10239574472712
1.30217328597216,0.903053318022664,1.23770581057095,1.23579897347712
0.769524898009606,0.935380943559946,1.29347216915455,0.996325262915865
0.882795735653127,0.973670018522028,1.18014017386198,0.997041636861864
0.96843964342584,1.09511960180988,1.43017391146146,1.15947883561083
0.948308693253476,0.896477821339106,1.02435347048081,1.06554019147574
1.23107064331959,0.873539407500312,1.08043329037767,1.06218400984007
0.710981523335678,1.17681722031127,1.20815719937734,0.952531547700749
1.30840024851738,1.21061988806296,1.71676585948407,1.14844814223034
0.804782371970218,0.919934977944425,1.25392690703422,0.819836222185328
1.32973511179837,0.993577938820532,0.984586208970675,1.1524010084427
1.05431264478878,1.25806417726808,1.08018291517767,1.06040904585546
0.985270377476119,1.38946071118836,1.14492553236828,1.17433637893405
0.779913898655901,0.941458452555896,1.16498977975087,1.25727521432808
0.754202850005715,1.06998811367637,1.2030065211473,0.939568186785481
0.662080368898126,1.03620775069354,1.4000532713728,1.26845134917626
0.99878228403706,1.16274551260214,0.967407989860075,1.19067988713193
0.838764059354661,1.12550694445304,0.781223989773304,1.12886102758026
1.45600323421845,1.30815258318261,1.3108260383219,1.22685410574228
0.960839201373666,1.07741762504478,0.669908491724657,0.959678263532797
1.2133228779757,1.11381216762579,1.82533673155305,0.978424462973089
1.42573671103357,1.25086574345714,1.06667274420918,1.32126933207081
0.904698561674297,1.02106270585206,1.02831075424518,1.16628095210139
1.07147151193752,1.03894355932574,0.951063366363694,1.12213778794898
1.2856651838952,1.11976043600749,1.66212097507231,1.01389636283354
0.730495564295304,1.02160170467056,1.64157745652386,0.990387309207693
1.39373225749407,1.11674790981418,1.22189800062375,1.26645599973596
1.27713438146682,1.21019331549939,1.18925931563386,1.32911797836166
1.53833426285286,1.25129041715346,1.60349584221826,1.21512547957683
1.05345134726965,1.01476952637296,1.16533088715235,1.20115794952058
0.946964517851795,0.923834026666486,1.73615868585705,1.03540165599099
1.16248100444704,1.20337580293576,1.20134187707413,1.09568855327738
0.810994712260118,1.17604162362752,1.14941241634273,0.765075561058209
0.952742829162848,1.01143479718675,1.20078502172665,1.31867102300819
1.07492747959693,1.15606395684581,0.698910514033706,1.24176009016202
1.15696637902678,1.06236724933672,1.52140977853808,1.06038775556996
0.943800010860331,1.23991282021651,1.22685144121754,1.2237601921621
1.53382163245389,1.25807550590452,1.30736770581679,1.21046278446137
1.08794939494098,1.03221639316606,0.983876475917301,1.15413818076731
0.807628087732106,1.07823358508329,1.36237254739495,1.06645582564965
1.00809674495663,0.933795492566101,1.10063616002042,1.0035036217848
1.31750765916225,1.07905495999258,1.14865786353291,1.35668871295676
1.39369522475821,1.021447155185,0.934406800306825,1.14213558012193
1.28783343001055,1.05518681388942,0.729307992319994,0.972388121145059
1.23247523437813,1.28866801015912,0.890551728033386,0.98946758763968
0.987526922700211,0.943941880360347,0.829089861061189,1.2623862122365
1.16432650559836,1.27701032053762,1.08197896512574,1.2588994317699
1.5385223580038,1.082830925722,1.15708134449052,1.10193377321804
1.15204977663473,1.0382233336363,1.23850610771036,1.04441783898626
1.13954096927897,1.00809116778716,1.46169355146305,1.42246894209318
1.14884048075039,0.952016133161927,1.38065254241675,1.04612510980603
1.62637826828353,1.16853988950744,0.712920898501528,1.12617366820932
1.11507786846693,0.873889999600738,2.02620353949538,1.07128991617639
0.97721744784869,1.05529781854529,1.61754195965672,1.12736095547763
1.02990551352598,1.1678445591293,1.01093130644658,1.21899702399064
0.960442394304854,1.09439003633966,1.12269478905228,1.38953806655738
0.961025623687978,1.0023244436004,1.57860983745539,1.15140126533991
1.22574070561263,1.03437710312508,1.37023877187525,1.26805566429351
0.930200960909663,1.11506613897871,1.03222234265569,1.11781212900731
1.28612237759527,0.856950486385756,0.80757648974254,1.12588282145141
0.951763624119539,1.12191799035231,1.28352826642313,1.1448283579353
1.21816007961926,1.00992173985655,1.46435239758143,0.982449160718072
0.72731078123303,0.936024297850096,1.26887547237542,0.864458953654152
0.736945958882988,0.93861781497999,1.36371629614091,1.10298713393545
0.909100629831786,1.28841628973111,0.858154013923629,1.19749480717498
0.993499424679245,1.15482490081057,1.02548374057864,1.17357398414159
0.934340764149047,1.13549010457425,0.77658545839083,1.0464310395774
1.13643584564857,1.18846181091844,1.72958670008545,0.845916535780544
0.955871595689026,1.34806879021869,1.18458520457613,0.849836984061946
1.19991817263269,1.11479840141873,1.50968744687247,1.2885636284448
0.854552236300964,1.32425321129957,1.20157232499797,1.02592713156745
1.98089022195567,0.979518310371594,1.07472628661303,1.27971812560468
1.47907762362523,1.02405366293816,1.1720535020364,1.57627807370181
0.76806413612695,1.14175690426558,1.287899016033,1.2348237941069
0.957541089416166,1.42861645181631,0.9396961327013,1.17649368957267
1.06932406986649,1.15263228491947,0.981350325855737,1.23506158142488
1.14031821721253,1.26009070768366,1.10338929047619,1.27039664387086
0.807109325254802,1.29407957615931,0.999076608473751,0.924133309211483
1.34496885440124,1.13996264170449,0.886733741371226,1.31941153997847
0.885674368066375,0.940107892120753,1.49407356299253,1.14699845129011
0.936751482954977,0.985045508315557,0.838527419273935,1.26422142872076
0.842141496309703,1.3963185874204,1.54780595900017,1.25429542018132
1.0456869292555,0.929120660410639,1.1333972900628,0.995987640568464
1.26678319947348,0.831683158674499,1.14822009542116,0.973664365313135
0.938026598015308,1.04281406631088,1.34409548865823,1.41311390411847
1.29914387700865,1.1275921558352,1.01608834251938,1.02170424051723
1.63407627776415,1.21466937799326,0.975971061394173,1.15053030286934
0.91183975483242,1.02203330652606,1.01759216608167,1.13382566089132
1.19888125401706,1.19808419291191,0.959243076207882,0.999639956787429
1.24713215486145,0.905435452948771,1.80002680958856,1.05210156437882
0.771254358409391,0.997851889550652,1.35881427674929,1.22095904283141
1.35689563140298,1.13222052014812,1.41053322286985,1.14470440887382
0.895079705793505,1.00753041437747,1.08530460591783,1.13950809707933
1.09152005922346,1.30529025109039,1.31951031338527,1.11364642466317
1.2654924617072,1.31950239036421,1.35665192937959,1.11655081118003
0.814466202399672,1.18773399979072,1.16399876019666,1.23729594385153
1.38405393011187,1.14300638190545,1.25589447081302,0.980107936405112
1.49824063810362,1.00984185188329,1.27641462567155,1.2253424605751
0.591654578495973,1.13079309875899,1.04401859182802,1.03661034011374
1.18494898368891,1.10227964106002,1.33259516028826,0.980396168358832
1.05939838602745,1.21886105008584,0.995638826981158,1.07185762533971
0.873354093763334,1.00581889833437,1.17334527983036,1.26901279817345
1.61414554278282,1.02753512141188,0.829155500126081,1.2241585679764
0.982593303606586,1.14693669450352,0.982646143824087,1.27644544748145
1.55493068798549,1.2789796223851,1.35680509716308,1.20552461850123
1.52689740394484,1.1134433125257,1.39701324842399,1.12627308872896
1.3359516772236,1.2071159901297,1.02658515373334,1.02403389640899
1.28485629820921,1.44690861009804,1.94172610908031,0.860723581663969
1.31238161661903,1.23832975487954,1.2538123069111,1.06136531341581
1.04705648620919,1.0268878003894,1.00872435845943,1.13008735488925
1.3281912371854,1.06014813516845,1.02272327801833,1.07915441076973
0.991210678645777,1.03916765768269,0.957751070249686,1.03947527542246
1.12976768064431,1.05108431220746,0.78373617236592,1.1868282763398
0.917390605218769,0.879001877872096,0.931224895706026,1.51895158583322
1.18526853262862,1.00429512167135,1.13107300179535,0.852053018910154
0.918305394543247,1.29222759332078,1.14724400338623,1.20812673210869
1.15324395903935,1.37176857367388,1.22093036502106,1.27516810343439
1.35420370805501,1.0840229978158,0.85204536604803,1.01610753995548
1.31094985376933,1.12081839803519,0.853222875991045,1.36119534155913
1.49540251194837,1.11955243360088,1.3248147739642,0.983419451557974
0.987655012504302,1.00807252185635,0.717576314232124,1.07356873604391
1.33442083408235,0.96296209576088,1.34431675989068,1.11036918262937
0.805124911272202,1.00804374703458,0.916223604329387,1.39791657498525
1.18586825138512,0.898153329062942,1.39100144330486,1.05020715396363
0.806853099512456,1.00612391751996,0.974697551626478,1.01348583275613
1.00318788347928,1.00243516593545,0.977824855125587,0.984567029159055
1.16265690006698,1.05985341344926,1.43321644288118,1.14761757992229
1.09322137600737,1.27925061778337,0.94931172057092,0.951356175519541
0.582839602265253,0.853856258632359,1.12590527506824,1.28480258228856
1.25324727169684,1.09145308185341,1.38815418731817,1.01440137338194
1.3095214770016,0.86254039339833,0.704748572192547,0.961476047087807
1.14000402842673,1.01432707855869,1.3087724747742,1.0072551438107
1.4277184780605,0.841513357799825,0.990743499118552,1.301751821017
0.957386188934025,0.935990583051159,1.34097956913035,1.45329423597347
0.814142705685034,1.07388251366389,1.09023330158554,1.35868288923692
1.46040032972563,1.22352387125383,0.851855275813624,0.876251423289619
1.00136070746268,1.11795880609873,0.930824714164194,1.17661888992729
0.741758913564222,1.13406117146758,1.13594391223255,1.27625213937604
1.23519387965634,1.24606329128289,1.14102568001739,1.04052129831707
0.892895127740624,1.19067609937676,1.26205215518638,1.14934174869731
1.21933322926215,1.19326205952332,1.61511048819161,1.14039325433976
1.16020201847543,1.19471373854679,1.43012549071262,1.00334312609091
1.24026643939616,1.23310497867424,1.45150430306206,1.15582049523158
1.0533947675216,0.861420879557281,1.06957875642143,1.55988060710891
1.2664316220233,1.07022493918527,1.49781344949997,1.26428843667738
1.04996119876185,0.949680061383492,1.53590715013025,1.04393527885525
1.35695382365858,0.997791011619539,1.07368360294271,1.15614427702727
1.17893510981575,1.00766376300337,1.27502582584582,0.96201803609857
0.935611737629101,1.092506749665,1.0235792436591,1.28927357457256
1.0625468122188,1.13376268285569,1.62675209931428,1.00545329295551
0.888929455859039,0.795493962245655,1.09794916005983,1.02807891176589
0.943369865247662,1.11390642526424,0.972319027359244,0.947744051532458
0.88659891455966,1.18362907924751,0.951052052126396,0.989272356658276
1.66672414792777,1.28996722282075,1.07028521632483,0.724486945446765
1.16162190383543,0.936455210380237,0.829745785243922,1.04448205495972
0.853607092484264,0.873478790432507,1.40646812737017,0.949761248691467
1.0723363526012,1.20581686087674,0.92497664271614,1.07499117481872
1.31661757710003,1.32658523725871,1.37189633110641,1.11173166281652
0.856776804090134,0.9280446013133,1.22832732499181,1.0536794350151
1.0896680650808,1.18959298511044,1.17681098829882,1.20045380798466
0.970536603263351,1.01027379041338,1.23273067928436,1.05374657361809
1.08184922518927,1.02515711378583,0.806156628737991,0.860262095016022
0.806618815874071,0.890699148107585,1.07296954855064,0.898461887929757
1.13590654516524,1.02812756178133,1.1888022393438,1.0340204574431
1.16580323814443,0.806919203120797,1.29851408770749,1.11508576942892
0.929824302236323,1.22945207027504,0.735949643399619,1.15508132826456
1.14900242657708,0.98196823228067,1.65869805738019,1.11787020174065
1.41791607529885,1.25223375857211,1.57960603245951,1.12703912528186
1.01257318042771,1.15998330851364,2.03633367431798,1.19589524893039
0.979698088999458,1.1634821839192,1.31282664319447,1.01463830496121
1.0778476497919,1.01635793557035,0.852915101408507,1.23833040878942
1.29436676735497,1.25572266957195,0.950658048216491,1.12319209034224
1.22029367029528,1.1649502718437,1.43731216612288,0.997151298237789
1.37373515421653,1.13271368968922,1.57040902472183,1.11555833116325
0.837891527009657,1.28712413649849,1.29744830795955,1.22551414279009
0.709053455610227,1.17609739130159,1.50092558732255,1.39132466228724
1.0634837187308,0.981634511817632,0.963743868091088,1.35057517809995
1.2005787338075,1.42006458038877,0.993622010973607,0.953614473203422
0.953829782723737,1.11778490236561,1.5530755226463,0.909452207629171
1.67917281114723,0.874318978908593,1.24498045751374,1.19213621504429
1.2810343125415,1.08514608956883,0.87809007324076,1.10217787602573
1.37819037776836,0.941973562925413,0.981149271448176,1.15533800758279
0.743110872306567,1.31365055876618,1.27281916936351,0.990477493550195
1.35199695384706,0.989216651512925,1.04722834297169,1.19514261215753
0.639805584986819,1.08430861548017,1.00251409532818,1.2061272495447
1.20526315972172,1.39726651686158,1.0461720694469,1.00778452503282
1.26222751654423,1.05387645377394,1.2554180128879,1.12128096953774
1.15258741261656,1.05779473130804,0.959275704320279,1.25841297788763
1.08457276672932,1.26771787100833,1.19499917053742,1.23056224904177
0.963270763048041,1.00021198092606,1.13823790024179,1.18782072447858
1.54425246087972,0.96371681743537,0.918356494250018,1.27448621058962
0.828508166947157,1.10569017524909,1.79273510312811,1.02086264149927
1.45487726612701,1.14084238113596,0.897331194550967,1.15189623931334
0.770632822163157,1.11829869413707,1.06023129852919,1.10914196627419
1.00132211529388,1.03214244460923,0.833679662941493,1.25760108057785
1.30221234500305,0.869884695052757,0.807320224280483,1.37167114437649
