A,B,C,D
1.0368550745746,1.46685635022865,1.24092748780889,1.11507910207286
1.03762064900493,1.11605566071507,1.64742566111105,1.12146609136366
1.3042207606821,1.25694332312804,0.673368697462759,1.00749885664647
1.1029923682842,1.17927951792729,1.33215311455976,0.81551117029834
1.04894760784769,1.44857963525477,1.18294471959455,1.25727248576115
0.926050458612284,0.863515274994446,0.828997741027876,1.04039479674015
1.33888379271065,0.916379784614397,1.00354692593813,1.10239574472712
1.30217328597216,0.903053318022664,1.1891306698515,1.23579897347712
0.769524898009606,0.935380943559946,2.41226532280239,0.996325262915865
0.882795735653127,0.973670018522028,2.02127128504064,0.997041636861864
0.96843964342584,1.09511960180988,0.821385670191393,1.15947883561083
0.948308693253476,0.896477821339106,2.14204786461996,1.06554019147574
1.23107064331959,0.873539407500312,1.2929140538606,1.06218400984007
0.710981523335678,1.17681722031127,1.08821693561438,0.952531547700749
1.30840024851738,1.21061988806296,1.28990432582929,1.14844814223034
0.804782371970218,0.919934977944425,1.05497657381945,0.819836222185328
1.32973511179837,0.993577938820532,1.07378123660354,1.1524010084427
1.05431264478878,1.25806417726808,1.52802199013662,1.06040904585546
0.985270377476119,1.38946071118836,1.50131445432258,1.17433637893405
0.779913898655901,0.941458452555896,1.50399418505501,1.25727521432808
0.754202850005715,1.06998811367637,1.27776757356696,0.939568186785481
0.662080368898126,1.03620775069354,0.847356557516156,1.26845134917626
0.99878228403706,1.16274551260214,1.29060825533957,1.19067988713193
0.838764059354661,1.12550694445304,1.57569396614104,1.12886102758026
1.45600323421845,1.30815258318261,1.22776710367743,1.22685410574228
0.960839201373666,1.07741762504478,1.38335198482595,0.959678263532797
1.2133228779757,1.11381216762579,1.29333267457533,0.978424462973089
1.42573671103357,1.25086574345714,1.03250907715296,1.32126933207081
0.904698561674297,1.02106270585206,1.1765248443954,1.16628095210139
1.07147151193752,1.03894355932574,0.928879200137365,1.12213778794898
1.2856651838952,1.11976043600749,1.33981124923742,1.01389636283354
0.730495564295304,1.02160170467056,0.858621984063649,0.990387309207693
1.39373225749407,1.11674790981418,0.87342590233206,1.26645599973596
1.27713438146682,1.21019331549939,0.924379108179434,1.32911797836166
1.53833426285286,1.25129041715346,0.579668043582933,1.21512547957683
1.05345134726965,1.01476952637296,1.51097638610333,1.20115794952058
0.946964517851795,0.923834026666486,1.18460742543088,1.03540165599099
1.16248100444704,1.20337580293576,0.935472199069062,1.09568855327738
0.810994712260118,1.17604162362752,1.48865540823456,0.765075561058209
0.952742829162848,1.01143479718675,0.758953200285854,1.31867102300819
1.07492747959693,1.15606395684581,1.07893459403635,1.24176009016202
1.15696637902678,1.06236724933672,1.04659681822179,1.06038775556996
0.943800010860331,1.23991282021651,1.18305889379681,1.2237601921621
1.53382163245389,1.25807550590452,1.18141828784264,1.21046278446137
1.08794939494098,1.03221639316606,0.91325567127265,1.15413818076731
0.807628087732106,1.07823358508329,1.09609639864524,1.06645582564965
1.00809674495663,0.933795492566101,1.06426203792221,1.0035036217848
1.31750765916225,1.07905495999258,1.26559448316568,1.35668871295676
1.39369522475821,1.021447155185,1.40117837971013,1.14213558012193
1.28783343001055,1.05518681388942,1.40609009359997,0.972388121145059
1.23247523437813,1.28866801015912,0.913500679961162,0.98946758763968
0.987526922700211,0.943941880360347,1.12213731054658,1.2623862122365
1.16432650559836,1.27701032053762,0.846129328790452,1.2588994317699
1.5385223580038,1.082830925722,0.864945988352584,1.10193377321804
1.15204977663473,1.0382233336363,1.10166989806444,1.04441783898626
1.13954096927897,1.00809116778716,1.54243019632579,1.42246894209318
